,Q,A
0,踏实严谨的工作习惯是科研活动的基本要求。在科研工作中，每一个实验过程、每一条实验记录、每一个实验结果都来不得半点马虎，都需要科研人员如实记录，仔细整理，认真分析，得出结论。这种品质属于科研工作者应具备的,A
1,科学道德和学风问题的本质是,C
2,学界公认的科研规范中，规定在项目设计、数据资料采集分析、公布科研成果，以及确认同事、合作者对科研工作的直接或间接贡献等方面， 必须实事求是。这条原则属于当代科研工作者应该坚持的,B
3,学术规范是在学术共同体内部所构建的一种,B
4,导语也称前言、导言，通常在学位论文或篇幅较长的论文中出现，导语应明确交待该领域的学术史，不能闭门造、车自说自话。下列哪个选项不属于导语基本要素,C
5,解决科学道德和学风问题， 关键在于抓好教育、制度和监督三个环节教育是( )，制度是( )监督是( )，惩防结合、标本兼治。,A
6,"同行、同事、同学为增加论文篇数以达到绩效考核标准，或获得职称晋升，或获得到其他回报，而彼此之间建立互惠协议，相互“搭车”,在对方的论著、学术论文中相互署名。这种行为是被严格禁止的，该署名属于",C
7,根据《南京信息工程大学研究生学位论文学术不端行为检测工作办法》规定，下列检测结果视为“修改后复检”的是,B
8,学术乃天下之公器，只有通过学术批评才能去伪存真，明辨是非，发现真理，杜绝腐败，推动学术进步。不属于学术批评应遵循的原则是,C
9,对科学研究中的不端行为更重要的是要从源头采取措施，教育为本、正本清源、回归科学， 制止科学道德与学风蜕变趋势的发展， 努力让学术风气回归到科学的轨道。作为解决科学道德和学风问题的基础的是,A
10,在项目设计、数据材料采集分析、公布科研成果等方面没有保证数据的有效性和准确性。根据相关加强科研规范的措施和意见，这种行为违反了科研人员须   遵守科研规范中的,A
11,同一篇文章发表在不同刊物上，但作者署名顺序不同，这种行为,B
12,以下关于“引文规范”的说法，错误的是,B
13,下列不属于一稿多投现象的是,C
14,有的专家对某个申报人或某个申报单位有成见，或是申报项目的内容也正   是他自己想研究的，这时他故意打低分，表示不同意，这种情况违背了,A
15,著名学者钱三强指出，“虽然科学没有国界，科学家却是有祖国的。”毋庸置疑，每位科研工作者都应具有一定的社会责任感和使命感， 这不仅要求我们要始终不渝地坚持以造福人类为研究的最终目标， 还要求我们对科学研究的社会影响负责。这种品质属于科研工作者应具备的,C
16,任何成果均应在发表前经所有署名人 ( )，署名者应对该项成果承担相应   的学术责任、道义责任和法律责任。,C
17,以下关于“综述”有关规定的说法，错误的是,C
18,科研不当行为与科研不端行为都属于科学研究中存在的严重问题，其中科研不当行为虽然没有直接触犯明确规定的研究行为的道德底线， 但也同样违反科学的目的、精神和科学研究事业的基本道德原则。下列不属于科研不当行为的是,C
19,杜撰一般指按照某种科学假说和理论演绎出的期望值伪造虚假的观察与实验结果，从而支持理论的正确性或者确认实验结果的正确性。下列属于学术杜撰行为的是,B
20,对科学研究中的不端行为更重要的是要从源头采取措施，教育为本、正本清源、回归科学，制止科学道德与学风蜕变趋势的发展，努力让学术风气回归到科学的轨道。作为解决科学道德和学风问题的保障的是,C
21,与他人合作或者接受他人委托完成的发明创造，申请专利的权利根据合同的约定确定，该合同,C
22,科研规范是基于科研道德和科学共同体共识的， 具有稳定性、连续性的规制和安排，因而具有文化的意义，要求研究者自觉遵守和共同维护。下列属于当代科技工作者应该坚持的规范是,B
23,学界公认的科研规范中，规定在项目设计、数据资料采集分析、公布科研成果，以及确认同事、合作者对科研工作的直接或间接贡献等方面，必须实事求是。这条原则属于当代科研工作者应该坚持的,B
24,科学道德的思想内核是,A
25,未查阅过的文献是否可以转抄入自己的引文目录或参考文献目录中。,C
26,学术评价要遵循时间与空间双重制约的原则。空间制约是指评价任何理论成果，应当选择一定数量、与作者没有厉害关系的评价者。下列哪些评价者最不符合学术评价的空间制约原则,A
27,学术评价是同行专家或学术机构对评价对象符合特定学术标准的程度做出权威判断的学术活动。下列不属于学术评价的是,C
28,以下哪项不符合引文规范,B
29,按照《学位论文作假行为处理办法》规定，学位申请人员的学位论文出现购买、由他人代写、剽窃或者伪造数据等作假情形的，学位授予单位可以取消其学位申请资格；已经获得学位的，学位授予单位可以依法撤销其学位，并注销学位证书。取消学位申请资格或者撤销学位的处理决定应当向社会公布。从做出处理决定之日起至少 ( ) 年内，各学位授予单位不得再接受其学位申请。,C
30,篡改通常表现为用个人主观意愿对科研结果横加干预，篡改行为严重地违背了科学研究中的基本规范要求， 其结果必然不具有可重复性。下列属于篡改行为的是,B
31,在学术论文署名时，其中一名作者可能为该研究提供了资金资助，可能是该学术领域的领军人物， 也可能仅仅为其他作者提供帮助但并未真正参与该研究， 他们并没有对研究做出符合作者身份要求的贡献。这种署名是被学界严格禁止的， 该署名属于,A
32,以下关于科研项目申请的做法中，正确的是,A
33,作者撰写论著时，出于提高引用率，或扩大影响等目的，不必引而偏引，进行不必要的过度引用。这种行为属于,B
34,以下关于“一稿多投”的说法中，错误的是,B
0,学界公认的科研规范中，规定在项目设计、数据资料采集分析、公布科研成果，以及确认同事、合作者对科研工作的直接或间接贡献等方面，必须实事求是。这条原则属于当代科研工作者应该坚持的,B
1,在高等学校中，有些研究活动是为了对学生进行相关的学术训练.下面不属于这种训练的目的的是,A
2,导语也称前言、导言，通常在学位论文或篇幅较长的论文中出现，导语应明确交待该领域的学术史，不能闭门造、车自说自话。下列哪个选项不属于导语基本要素,C
